GRB	GCN	Telescope
080205	7260	1.52m-Loiano
080205	7278	GAO-150cm
080205	7275	Russian-Turkish-1.5m
080205	7258	Roque-de-Los-Muchachos/Isaac-Newton
080205	7251	0.76m-KAIT
080205	7332	**WARNING**
080210	7292	Swift/UVOT
080210	7283	2.2m-MPI/ESO
080210	7284	CTIO/16"-PROMPT
080210	7288	0.6m-Super-LOTIS
080210	7401	Sayan/1.5m
080210	7280	TAROT-robotic-25cm
080210	7286	VLT-FORS2
080310	7381	Lick/KAIT
080310	7383	Lick/KAIT
080310	7398	Swift/UVOT
080310	7384	Magellan/Clay-6.5m
080310	7631	SRO/35cm-robotic
080310	7423	LBT,MDM-2.4m-Hiltner
080310	7385	La-silla/-60cm-REM
080310	7414	LBT
080310	7413	GAO-150cm
080310	7412	Lulin-1m
080310	7410	50cm-MITSuME
080310	7409	LBT
080310	7403	RAPTOR-S,RAPTOR-T
080310	7395	Lulin-1m
080310	7390	LBT
080310	7387	0.6m-Super-LOTIS
080310	7386	CTIO/-1.3m-ANDICAM
080310	7523	LBT
080319	7528	SRO/35cm-robotic
080319	7570	RAPTOR
080319	7636	**WARNING**
080319	7496	Swift/UVOT
080319	7428	Swift/UVOT
080319	7458	Swift/UVOT
080319	7495	Swift/UVOT
080319	7497	Swift/UVOT
080319	7519	Kharkiv-National-Univ/-0.7m
080319	7504	40cm-Newtonian-SBIG-ST-7XMEi-CCD
080319	7500	Loiano/152cm
080319	7501	Loiano/152cm
080319	7461	CTIO/16"-PROMPT
080319	7456	Hobby-Eberly
080319	7452	La-silla/REM-60cm
080319	7443	0.6m-Super-LOTIS
080319	7440	La-silla/-60cm-REM
080319	7437	Gemini-South-GMOS
080319	7436	NOT
080319	7435	Mt.-Lemmon-1m
080319	7433	2m-Liverpool
080319	7432	0.6m-Super-LOTIS
080319	7431	La-silla/-60cm-REM
080319	7429	Palomar-60inch
080319	7503	2.2m-ESO/MPI
080319	7471	Lulin-1m
080319	7484	SBIG-ST-7XME-CCD-Meade-LX200-0.3m,0.2m,RC-0.4m
080319	7477	RAPTOR
080319	7476	La-Palma/1.2m-Mercator
080325	7518	Swift/UVOT
080325	7563	Loiano/152cm
080325	7529	Mt.-Lemmon-1.0m
080325	7524	Subaru-MOIRCS
080325	7522	50cm-MITSuME
080325	7516	1.5m-OSN
080325	7520	2.2m-ESO/MPI
080330	7547	Hobby-Eberly
080330	7552	Swift/UVOT
080330	7546	Mt.-Lemmon-1.0m
080330	7536	TAROT-robotic-25cm
080330	7545	2.2m-ESO/MPI
080330	7568	RAPTOR
080330	7560	CTIO/16"-PROMPT
080330	7559	SAO-RAS/1m
080330	7556	Mt.Terskol/Zeiss-2m
080330	7554	la-silla/60cm-REM
080330	7553	CTIO/-1.3m-ANDICAM
080330	7539	2m-Liverpool
080411	7586	2.2m-ESO/MPI
080411	7592	Swift/UVOT
080413	7611	Swift/UVOT
080413	7629	CTIO/16"-PROMPT
080413	7626	2m-Faulkes-South
080413	7625	**WARNING**
080413	7622	1.8m-MOA-II
080413	7616	Gemini-South-GMOS
080413	7615	Gemini-South-GMOS
080413	7609	CTIO/-1.3m-ANDICAM
080413	7600	La-silla/-60cm-REM
080413	7599	2.2m-ESO/MPI
080413	7597	La-silla/-60cm-REM
080413	7595	TAROT-robotic-25cm
080413	7607	Swift/UVOT
080413	7603	South-Spain/BOOTES-1-0.3m
080430	7660	Swift/UVOT
080430	7650	2.2m-Calar-Alto
080430	7670	Observatoire-Chante-Perdix/TEL-0.5m-f/3
080430	7646	TAROT-robotic-25cm
080430	8368	Bologna/1.52cm
080430	7809	Bologna/1.52cm
080430	7717	GRB080430-TEL-0.28m-F/6.5
080430	7681	TLS-Schmidt
080430	7672	Observatoire-Chante-Perdix/TEL-0.5m-f/3
080430	7671	Observatoire-Chante-Perdix/TEL-0.5m-f/3
080430	7663	NainiTal/1.04m
080430	7662	1.5m-OSN
080430	7661	Russian-Turkish-1.5m
080430	7657	0.4m-RC-SBIG-STL-1001E-CCD,-Meade-LX-200-0.3m
080430	7651	AsU-CAS-Ondrejov/0.5m-D50
080514	7759	Swift/UVOT
080514	7760	Swift/UVOT
080514	7722	2.2m-MPI/ESO
080514	7712	la-silla/-60cm-REM
080514	7718	Boyden/0.4m-WATCHER
080514	7719	Iza-na-0.8m-IAC80
080514	7724	2.2m-MPI/ESO
080514	7725	KPNO-4m
080514	8422	TLS-Tautenburg-1.34m-Schmidt
080514	8423	TLS-Tautenburg-1.34m-Schmidt
080516	7763	Swift/UVOT
080516	7738	CTIO/1.3m-ANDICAM
080516	7740	2.2m-MPI/ESO
080516	7798	TAROT-robotic-25cm
080520	7758	Swift/UVOT
080520	7756	2.2m-MPI/ESO
080520	7757	VLT-FORS2
080603	7883	CrAO/Zeiss-1000-(Simeiz)
080603	7824	Xinglong-2.16m
080603	7808	Swift/UVOT
080603	7804	Swift/UVOT
080603	7788	hawaii/2m-Faulkes-north
080603	7789	Lick/KAIT
080603	7793	0.6m-Super-LOTIS
080603	7795	TAROT-robotic-25cm
080603	7796	Malaga-BOOTES-2/TELMA-60cm
080603	7803	Russian-Turkish-1.5m
080603	7813	Liverpool
080603	7815	Hobby-Eberly
080603	7826	PAIRITEL
080603	7822	TLS-1.34m-Schmidt
080603	7827	PAIRITEL
080603	7865	TLS-1.34m-Schmidt
080603	7860	Zeiss-1000-(Simeiz)
080603	7976	AZT-11(Nauchny)
080603	7975	AZT-22-(Maidanak)
080603	7974	AZT-11-(Nauchny)
080603	7823	TLS-1.34m-Schmidt
080603	7887	Sayan/1.5m
080603	7890	Sayan/1.5m
080603	7869	CrAO/Zeiss-1000-(Simeiz)
080604	7821	50cm-MITSuME
080604	7820	Swift/UVOT
080604	7825	Xinglong-2.16m
080604	7801	Faulkes-north
080604	7802	0.6m-Super-LOTIS
080604	7805	Hobby-Eberly
080605	7844	Swift/UVOT
080605	7829	TLS-Tautenburg-1.34m-Schmidt
080605	7831	Liverpool
080605	7832	VLT-FORS2
080605	7833	CrAO/Zeiss-1000-(Simeiz)
080605	7834	2.2m-ESO/MPI
080605	7863	OAO/50cm-MITSuME
080605	7837	60cm-BOOTES-2/TELMA
080605	7857	CrAO/Zeiss-1000-(Simeiz)
080605	7830	Swift/UVOT
080607	7858	Swift/UVOT
080607	7891	CrAO/Zeiss-1000-(Simeiz)
080607	7861	Russian-Turkish-1.5m
080607	7856	Lick/KAIT
080607	7850	PAIRITEL
080707	7953	Swift/UVOT
080707	7948	2.2m-ESO/MPI
080707	7968	CrAO/Zeiss-1000-(Simeiz)
080710	7960	La-silla/-60cm-REM
080710	7963	2m-Faulkes-north
080710	7967	CTIO/16"-PROMPT
080710	7965	Swift/UVOT
080710	7973	MITSuME-50cm
080710	7961	Swift/UVOT
080710	7972	TLS-1.34m-Schmidt
080710	7970	Lick-Shane-3m
080721	7990	Lulin-1m
080721	7996	Swift/UVOT
080721	7997	Canary-Islands/Italian-TNG
080721	7998	NOT+ALFOSC
080721	7999	Lulin-1m
080721	7991	Swift/UVOT
080804	8069	Swift/UVOT
080804	8064	Faulkes-south
080804	8075	La-Silla/-2.2m-ESO/MPI,Faulkes-south
080805	8071	Swift/UVOT
080805	8060	2.2m-ESO/MPI
080805	8062	ESO-VLT-FORS2
080805	8076	Faulkes-south
080810	8097	MITSuME-50cm
080810	8098	Russian-Turkish-1.5m
080810	8099	**WARNING**
080810	8102	Russian-Turkish-1.5m
080810	8090	Sierra-Nevada/-1.5m-OSN
080810	8105	CrAO/AZT-8
080810	8106	La-Silla/Danish-1.54m
080810	8722	Sayan/1.5m
080810	8093	Liverpool
080810	8092	Ondrejov/0.5m-D50
080810	8728	CrAO/AZT-22-(1.5m)
080810	8089	NOT+ALFOSC
080810	8088	Russian-Turkish-1.5m
080810	8085	Higashi-Hiroshima/KANATA-1.5m
080810	8081	Higashi-Hiroshima/KANATA-1.5m
080810	8095	Swift/UVOT
080810	8091	Kanazawa-Japan/0.4m
080825	8158	Swift/UVOT
080905	8208	Swift/UVOT
080905	8181	Mt.-John/0.6m
080905	8190	NOT+ALFOSC,VLT-FORS2
080905	8202	50cm-MITSuME
080905	8210	Swift/UVOT
080905	8192	Swift/UVOT
080905	8207	Boyden/Watcher-40cm
080906	8194	2.2m-ESO/MPI
080906	8216	Boyden/Watcher-40cm-robotic
080906	8198	Swift/UVOT
080913	8218	2.2m-ESO/MPI
080913	9321	IRAM-30m
080913	8220	la-silla/-60cm-REM
080913	8224	Swift/UVOT
080916	8257	2.2m-ESO/MPI
080916	8264	CTIO/16"-PROMPT
080916	8266	2.2m-ESO/MPI
080916	8274	Nagoya-SAAO-1.4m
080916	8252	Swift/UVOT
080916	8262	Swift/UVOT
080916	8249	Swift/UVOT
080916	8239	La-Silla/-60cm-REM
080916	8238	La-Silla/-60cm-REM
080928	8296	La-silla/-2.2m-ESO/MPI
080928	8298	Swift/UVOT
080928	8301	Cerro-Paranal/Antu-ESO's-VLT
080928	8303	Boyden/Watcher-robotic
081007	8340	Swift/UVOT
081007	8337	RAPTOR
081007	8352	CTIO/16"-PROMPT
081007	8339	CTIO/1.3m-ANDICAM
081007	8333	Hawaii/2m-Faulkes-Telescope-North
081007	8332	CTIO/-1.3m-ANDICAM
081007	8331	la-silla/-60cm-REM
081007	8335	Gemini-South-8m-GMOS
081008	8348	Swift/UVOT
081008	8356	CTIO/1.3m-ANDICAM
081028	8431	Swift/UVOT
081028	8430	Swift/UVOT
081028	17089	Abastumani/AS-32-(0.7m)
081028	8499	1.3m-PAIRITEL
081028	8455	CrAO/Shajn
081028	8434	Magellan/Clay-6.5m-MagE
081028	8426	TAROT-robotic-25cm
081028	8424	La-Silla/2.2m-ESO/MPI
081029	8449	CTIO/16"-PROMP"
081029	8441	La-silla/-60cm-REM
081029	8450	Swift/UVOT
081029	8452	CTIO/1.3m-ANDICAM
081029	8437	La-Silla/2.2m-ESO/MPI
081109	8511	Swift/UVOT
081109	8501	La-silla/-60cm-REM
081109	8504	Swift/UVOT
081109	8508	Faulkes
081109	8509	Swift/UVOT
081109	8510	La-Silla/2.2m-ESO/MPI
081109	8517	TAROT-robotic-25cm
081109	8523	Swift/UVOT
081118	8527	Swift/UVOT
081118	8535	University_of_Miyazaki/30cm
081118	8675	1m-Zadko
081118	8524	Swift-Burst-Alert
081118	8529	La-Silla/2.2m-MPI/ESO
081121	8540	La-Silla/2.2m-ESO/MPI
081121	8542	Magellan/Clay-6.5m
081121	8547	CTIO/1.3m-ANDICAM
081121	8672	MASTER-Kislovodsk
081121	8544	Swift/UVOT
081121	8538	Swift/UVOT
081203	8645	CrAO/AZT-11
081203	8685	Swift/UVOT
081203	8606	Swift/UVOT
081203	8601	Swift/UVOT
081203	8695	SAO-RAS/6m
081203	8651	SAO-RAS/6m
081203	8629	IAO/105cm-Murikabushi
081203	8619	50cm-MITSuME
081203	8604	Stara-Lesna(Slovak-Republic)/0.5m-ST-10XME-CCD
081203	8618	Xinglong-TNT
081203	8615	Mt.-Terskol/Z-600
081203	8617	Hume/14"-GORT
081203	8626	Mt.-Terskol/Z-600
081203	8596	Mt.-Terskol/Z-600
081203	8608	Mt.-Terskol/Z-600
081210	8654	Swift/UVOT
081210	8667	CrAO/Shajn
081210	8660	Xinglong-TNT
081210	8659	CTIO/1.3m-ANDICAM
081221	8719	La-Silla/-2.2m-ESO/MPI
081221	8703	Swift/UVOT
081221	8711	Keck-I-LRIS
081222	8699	Faulkes-Telescope-South
081222	8696	Swift/UVOT
081222	8692	La-silla/-60cm-REM
081222	8697	University_of_Miyazaki/30cm
081222	8693	La-Silla/-2.2m-ESO/MPI
081222	8712	Swift/UVOT
081222	8717	NainiTal/1.04m
081222	8724	MITSuME-50cm
081228	8747	Swift/UVOT
081228	8743	TAROT-robotic
081228	8745	La-Silla/-2.2m-ESO/MPI-t
081230	8755	Swift/UVOT
081230	8757	Swift/UVOT
081230	8760	La-Silla/-2.2m-ESO/MPI
090102	8763	robotic-60cm-REM
090102	8770	Swift/UVOT
090102	8856	HST
090102	8780	NOT+ALFOSC
090102	8778	14-inch-Goddard-Robotic
090102	8761	TAROT-robotic-25cm
090102	8773	Palomar-60inch
090102	8772	Iza-na/IAC80
090102	8771	La-Silla/-2.2m-ESO/MPI
090102	8774	Hobby-Eberly
090113	8810	2.5m-NOT
090113	8812	La-Silla/-2.2m-MPI/ESO
090113	8814	LOAO/1.0m
090113	8813	Swift/UVOT
090201	8874	Swift/UVOT
090205	8976	F/4-1.0m-Zadko-DW436BV
090205	8893	Swift/UVOT
090205	8888	La-Silla/-2.2m-ESO/MPI
090313	8990	Swift/UVOT
090313	9006	Swift/UVOT
090313	9606	Bologna/1.52cm
090313	9033	TLS-Tautenburg/1.34m-Schmidt
090313	9015	Paranal/ESO-Melipal
090313	9008	CTIO/-1.3m-ANDICAM
090313	8999	Sierra-Nevada/1.5m-OSN,Teide/0.8m-IAC80,2.5m-NOT
090313	8979	Lick/KAIT
090313	8983	La-Silla/-2.2m-ESO/MPI
090313	8985	Lick/KAIT
090313	8989	Hawaii/2m-Faulkes-north
090313	8992	1.5m-OSN
090313	8993	0.25m-Mayhill/-GRAS-04
090313	9002	MITSuME-50cm
090313	8998	TAROT-robotic-25cm
090313	8996	Zadko
090313	8994	gemini-south-GMOS
090323	9039	Siding-south/2m-Faulkes-south
090323	9026	La-Silla/-2.2m-ESO/MPI
090323	9027	Palomar-60inch
090323	9034	Xinglong-TNT
090323	9037	Russian-Turkish-1.5m
090323	9032	Swift/UVOT
090323	9324	CrAO/-Shajn
090323	9063	1.34m-Schmidt
090323	9036	Nickel-40in
090323	9042	Nickel-40-inch
090323	9041	TLS-Tautenburg/1.34m-Schmidt
090323	9051	2.5m-NOT
090328	9048	Swift/UVOT
090328	9046	Swift/UVOT
090328	9054	La-Silla/-2.2m-ESO/MPI
090328	9058	0.6m-Yock-Allen-robotic
090407	9109	La-Silla/-2.2m-ESO/MPI
090407	9106	Swift/UVOT
090418	9181	Mayhill/Tak-Mewlon-0.30m
090418	9176	2m-Faulkes-north
090418	9168	**WARNING**
090418	9152	PAIRITEL
090418	9151	Lick-3m
090418	9148	Lick/KAIT
090418	9190	Russian-Turkish-1.5m
090418	9175	Swift/UVOT
090418	9183	Swift/UVOT
090418	9329	CrAO/Shajn
090418	9293	(SRO)-35cm
090418	9211	(SRO)-35cm
090418	9199	104cm-Sampurnanand-Optical
090418	9191	Russian-Turkish-1.5m
090418	9178	La-Silla/-2.2m-ESO/MPI
090418	9179	CrAO/-Shajn
090423	9210	Swift/UVOT
090423	9264	Keck-I-LRIS
090423	9244	Mt.-Lemmon-1.0m
090423	9221	Mt.-Lemmon-1.0m
090423	9220	SRO/35cm
090423	9218	MITSuME-50cm
090423	9216	Canary-Islands/Italian-TNG-3.6m
090423	9215	La-Silla/-2.2m-MPI/ESO
090423	9214	NOT-MOSCA
090423	9209	Gemini-North-NIRI
090423	9207	University_of_Miyazaki/30cm
090423	9201	Palomar-60inch
090423	9200	2m-Faulkes-south
090423	9323	CrAO/-Shajn
090424	9226	Swift/UVOT
090424	9234	Swift/UVOT
090424	9248	Mt.-Lemmon/1.0m
090424	9238	2m-Liverpool
090424	9240	Lulin/-50cm-TAOS
090424	9245	La-Silla/-2.2m-ESO/MPI
090424	9246	Taurus-Hill/0.35m-C14-XLT
090424	9247	Lulin-1m
090424	9250	La-Palma/William-Herschel
090424	9253	Mt.-Lemmon/-1.0m
090424	9268	La-Silla/-2.2m-ESO/MPI
090424	9275	Mt.-Lemmon-1.0m
090424	9278	1.04m-Sampurnanand-Optical
090424	9305	Gao-Mei-Gu-(GMG)/-2.4m
090424	9313	CTIO/1.3m-ANDICAM
090424	9320	CrAO/AZT-11
090424	9239	0.4m-RC
090424	9236	Calar-Alto/1.23m
090426	9265	Swift/UVOT
090426	9257	University_of_Miyazaki/30cm
090426	9258	MIRO-1.2m
090426	9292	GAO-150cm
090426	9276	Mt.-Lemmon/1.0m
090426	9285	Gao-Mei-GU-(GMG)/-2.4m
090426	9312	CrAO/AZT-11
090426	9267	OAO/-188cm
090426	9266	MITSuME-50cm
090429	9303	La-Silla/-2.2m-ESO/MPI
090429	9283	La-Silla/-2.2m-ESO/MPI
090429	9282	0.6m-Super-LOTIS
090429	9318	ROVOR/-16",-La-Silla/2.2m-ESO/MPI
090429	9308	Swift/UVOT
090429	9309	Swift/UVOT
090429	9291	University_of_Miyazaki/30cm
090429	9286	Gemini-North-NIRI
090510	9332	Swift/UVOT
090510	9351	Swift/UVOT
090516	9396	Stardome-0.4m
090516	9379	2.5m-NOT-(+STANCAM)
090516	9380	1.0m-F/4-Zadko
090516	9377	Swift/UVOT
090516	9382	La-Silla/-2.2m-ESO/MPI
090516	9391	University_of_Miyazaki/-30cm
090519	9407	Swift/UVOT
090519	9404	30cm-BOOTES-1B
090519	9401	Calern/TAROT-robotic-25cm
090519	9402	Chante-Perdrix/-FARO-robotic-20cm
090519	9408	La-Silla/-2.2m-ESO/MPI
090519	9409	ESO-VLT-FORS2
090529	9477	ROVOR-0.41m
090529	9431	Xinglong-TNT
090529	9436	1.34m-Schmidt
090529	9437	Mt.Terskol/Z-600
090529	9448	1.5m-OSN
090529	9453	NOT-MOSCA
090529	9457	ESO-VLT-FORS2
090529	9467	MITSuME-50cm
090529	9482	NOT+ALFOSC
090529	9611	Pulkovo/-MTM-500-(0.5m)
090529	9610	Mt.Terskol/Z-600
090529	9612	CrAO/-AZT-11
090529	9432	Swift/UVOT
090529	9435	Swift/UVOT
090529	9485	Russian-Turkish-1.5m
090530	9459	Mt.-Lemmon-1.0m
090530	10015	Skynet/-14"-Dark-Sky-Observatory
090530	9441	Tak-Mewlon-0.30m
090530	9442	Tak-Mewlon-0.30m
090530	9458	La-Silla/-2.2m-MPI/ESO
090530	9488	NOT+ALFOSC
090530	9450	Swift/UVOT
090530	9487	Russian-Turkish-1.5m
090530	9478	RAPTOR
090530	9466	14-inch-Goddard-Robotic
090618	9527	Swift/UVOT
090618	9548	Russian-Turkish-1.5m
090618	9712	SAO-RAS-6m
090618	9613	Sayan-1.5m
090618	9597	Russian-Turkish-1.5m
090618	9576	IAO/-2m-HCT
090618	9575	Kitt-Peak/0.9m-SARA
090618	9542	SAO-RAS-6m
090618	9539	CrAO/Shajn
090618	9536	OAA/OAUV-0.4m
090618	9531	La-Palma/-Liverpool
090618	9522	Mt.-Lemmon/-1.0m
090618	9520	hawaii/-Faulkes-north
090618	9519	Observatorio-Astrofisico-Guillermo-Haro/2.1m
090618	9518	Lick/3m-Shane
090618	9514	KAIT
090618	9513	Palomar-60inch
090618	9529	Kitt-Peak/0.9m-SARA
090709	9643	RAPTOR
090709	9646	Palomar-60inch
090709	9648	2m-Faulkes-north
090709	9651	William-Herschel
090709	9638	2.3m-WIRO
090709	9658	Xinglong-TNT
090709	9634	Subaru-MOIRCS
090709	9630	Hawaii/-Faulkes-north
090709	9652	Swift/UVOT
090709	9637	University_of_Miyazaki-30cm
090715	9673	William-Herschel
090715	9678	Swift/UVOT
090715	9670	2m-Liverpool
090715	9675	1.5m-San-Pedro-Martir
090715	9677	Liverpool
090715	9681	MASTER-Vostrykovo
090715	9684	Lick/1m-Nickel
090715	9687	NOT-StanCam
090715	9720	Lick-3m
090715	9927	CTIO/-16"-PROMPT
090726	9741	CrAO/-Shajn
090726	9717	Swift/UVOT
090726	10028	60/90cm-Schmidt
090726	9714	Ondrejov/-50cm
090726	9715	Crni-Vrh/60cm
090726	9732	14-inch-Goddard-Robotic
090726	9926	14"-GORT
090726	9708	Swift/UVOT
090727	9719	2m-Liverpool
090727	9728	1.23m-Calar-Alto
090727	9733	SAO-RAS-6m
090727	9735	14-inch-Goddard-Robotic
090727	9722	Liverpool
090727	9731	Swift/UVOT
090809	9755	NOT+ALFOSC
090809	9761	Paranal/-Kueyen-ESO's-VLT
090809	9762	William-Herschel
090809	9766	NOT+ALFOSC
090809	9758	Swift/UVOT
090812	9779	Australia/-Faulkes-south
090812	9778	RAPTOR
090812	9776	University_of_Miyazaki/-30cm
090812	9769	Palomar-60-inch
090812	9773	GROND,La-Silla/2.2m-ESO/MPI
090812	9770	2m-Liverpool
090812	9999	**WARNING**
090812	9774	Swift/UVOT
090812	9780	2.3m-WIRO
090814	9806	2m-Liverpool
090814	9802	Swift/UVOT
090814	9807	Swift/UVOT
090814	9903	**WARNING**
090814	9818	CrAO/Shajn
090814	9809	NOT+ALFOSC
090814	9808	1.23m-Calar-Alto
090814	9794	La-silla/2.2m-ESO/MPI
090814	9800	University_of_Miyazaki/30cm
090902	9916	**WARNING**
090902	9874	La-silla/2.2m-ESO/MPI
090902	9873	Gemini-North-GMOS
090902	9870	Nickel-1m
090902	9875	Faulkes-north
090902	9869	Swift/UVOT
090902	9877	Swift/UVOT
090926	9953	CTIO/16"-PROMPT
090926	9996	CTIO/16"-PROMPT
090926	9984	CTIO/16"-PROMPT
090926	9982	CTIO/16"-PROMPT
090926	9947	VLT-FORS2
090926	9937	CTIO/16"-PROMPT
090926	10113	CTIO/1.3m-ANDICAM
090926	10049	8m-Gemini-South-GMOS
090926	10003	CTIO/16"-PROMPT
090926	9938	Swift/UVOT
090926	9948	Swift/UVOT
090926	9949	Swift/UVOT
090927	9960	Australia/Faulkes-south
090927	9956	1.0m-F/4-Zadko
090927	9946	Swift/UVOT
090927	9958	VLT-FORS2
090927	9954	Swift/UVOT
091003	9990	Swift/UVOT
091003	9989	**WARNING**
091003	9987	Swift/UVOT
091003	9997	Lick/Nickel-1m
091003	9995	William-Herschel
091018	10039	La-silla/2.2m-ESO/MPI
091018	10043	0.6m-Yock-Allen
091018	10044	Australia/Faulkes-south
091018	10047	University_of_Tokyo-Atacama/1.0m-miniTAO
091018	10061	CTIO/16"-PROMPT
091018	10110	CTIO/1.3m-ANDICAM
091018	10112	CTIO/16"-PROMPT
091018	10219	CTIO/16"-PROMPT,Hume/14"-GORT
091018	10038	Magellan-Clay-MagE
091018	10046	CTIO/16"-PROMPT
091018	10041	Swift/UVOT
091020	10231	**WARNING**
091020	10090	Thueringer-Landessternwarte-Tautenburg/1.34m-Schmidt
091020	10080	Xinglong-TNT
091020	10076	Thueringer-Landessternwarte-Tautenburg/1.34m-Schmidt
091020	10060	Lick/Nickel-40-inch
091020	10058	Lick/Nickel-40-inch
091020	10053	NOT-ALPOSC
091020	10052	MASTER-II-Kislovodsk
091020	10054	Swift/UVOT
091020	24191	Palomar-48-inch
091024	10078	Swift/UVOT
091024	10101	SAO-RAS/-Zeiss-1000
091024	10116	SAI-MSU/-ZTE
091024	10077	Thueringer-Landessternwarte-Tautenburg//1.34m-Schmidt
091024	10075	Lick/KAIT
091024	10074	0.6m-Super-LOTIS
091024	10073	(SRO)-35cm
091024	10067	Xinglong-TNT
091024	10066	Hawaii/Faulkes-north
091024	10063	2m-Faulkes-north
091024	10092	GMG/-2.4m
091024	10093	10m-Keck-I
091024	10064	RAS/-GRAS004-Epsilon-250
091029	10104	0.6m-Yock-Allen-robotic
091029	10108	Swift/UVOT
091029	10137	Stardome-0.4m
091029	10111	CTIO/1.3m-ANDICAM
091029	10107	CTIO/16"-PROMPT
091029	10098	La-silla/2.2m-ESO/MPI
091029	10099	CTIO/16"-PROMPT
091109	10158	La-silla/2.2m-ESO/MPI
091109	10153	Magellan/Baade-6.5m
091109	10150	Boyden/Watcher
091109	10144	Bleinheim/-0.6-Yock-Allen-(BOOTES-3)
091109	10142	2m-Faulkes-south
091109	10139	La-silla/-60cm-REM
091109	10246	La-silla/2.2m-ESO/MPI
091109	10143	Swift/UVOT
091109	10157	Swift/UVOT
091127	10208	TAROT-robotic-25cm
091127	10230	CTIO/16"-PROMPT
091127	10238	1.0m-F/4-Zadko
091127	10244	CTIO/1.3m-ANDICAM
091127	10248	GAO-150cm
091127	10249	CTIO/16"-PROMPT
091127	10205	NOT-StanCam
091127	10203	MASTER-II-Kislovodsk
091127	10200	TAROT-robotic-25cm
091127	10400	8m-Gemini-South-GMOS,CTIO/1.3m-ANDICAM
091127	10198	CAHA-1.23m
091127	10196	NOT-StanCam,NOTCam
091127	10207	Mt.Terskol/-Z-600
091127	10194	La-silla/-60cm-REM
091127	10193	Swift/UVOT
091127	10192	2m-Liverpool
091127	10199	Swift/UVOT
091127	10245	Swift/UVOT
091127	10195	La-silla/2.2m-ESO/MPI
091208	10275	GAO-150cm
091208	10260	MITSuME-50cm
091208	10273	Mt.Terskol/-Z-600
091208	10261	University_of_Miyazaki/30cm
091208	10271	La-silla/2.2m-ESO/MPI
091208	10267	Swift/UVOT
091208	10269	NOT+ALFOSC
091208	10272	10m-Keck-I
091208	10277	GAO-150cm
091208	10262	2m-Faulkes-north,south
091208	10279	Xinglong-TNT
091208	10258	MITSuME-50cm
091208	10257	University_of_Miyazaki/-30cm
091208	10290	Swift/UVOT
091208	10289	Swift/UVOT
091208	10274	Swift/UVOT
091208	10255	0.6m-Yock-Allen-robotic
100117A	10344	Swift/UVOT
100117A	10346	Gemini-North-8m-GMOS
100117A	10341	Gemini-North-8m-GMOS
100117A	10340	Magellan/Baade-6.5m-IMACS
100117A	10337	NOT-StanCam,NOTCam
100219A	10432	Swift/UVOT
100219A	10436	Swift/UVOT
100219A	10443	8m-Gemini-South-GMOS
100219A	10452	GAO-150cm
100219A	10453	CrAO/-AZT-11
100219A	10433	Palomar/Oschin-Schmidt
100219A	10438	NOT-StanCam
100219A	10439	La-silla/2.2m-MPI/ESO
100219A	10440	MITSuME-50cm
100219A	10527	MASTER-Blagoveschensk
100219A	10522	Sayan/-AZT-33IK
100302A	10459	DAO/16"
100302A	10464	Crni-Vrh-60cm
100302A	10468	Swift/UVOT
100302A	10480	Lulin-1m
100302A	10463	MASTER-Blagoveschensk
100302A	10465	Gemini-North-GMOS
100302A	10469	Ondrejov-65cm
100316A	10499	Swift/UVOT
100316A	10504	TAROT-robotic-25cm
100316A	10521	CrAO/-Shajn
100316A	10486	Swift/UVOT
100316A	10565	Mt.Lemmon/1.0m
100316B	10493	La-silla/2.2m-ESO/MPI
100316B	10494	"CTIO/16""-PROMPT"
100316B	10508	Swift/UVOT
100316D	10520	Swift/UVOT
100316D	10547	La-silla/2.2m-MPI/ESO
100316D	10541	6.5m-Magellan-MagE,LDSS3,and-IMACS
100316D	10543	VLT-ESO-Paranal
100316D	14646	10.4m-GTC
100316D	23142	GMOS-N-Gemini-North
100414A	10603	Palomar-48-inch-Schmidt
100414A	10607	La-silla/2.2m-MPI/ESO
100414A	10606	Gemini-North-8m-GMOS
100414A	10618	SAO-RAS/-Zeiss-1000
100414A	10609	Swift/UVOT
100418A	10625	Swift/UVOT
100418A	10783	CrAO/-Shajn
100418A	10645	Swift/UVOT
100418A	10883	CrAO/Shajn
100418A	10821	Maidanak/AZT-22
100418A	10794	FOCAS-Subaru
100418A	10727	KECK-I-10m
100418A	10726	Russian-Turkish-1.5m
100418A	10720	Swift/UVOT
100418A	10616	La-silla/-2.2m-ESO/MPI
100418A	10617	La-silla/-2.2m-ESO/MPI
100418A	10619	KPNO/-0.9m-SARA
100418A	10624	Gemini-North-8m-GMOS
100418A	10626	16-inch-ROVOR
100418A	10633	MASTER-Tunka
100418A	10634	CrAO/-AZT-11
100418A	10635	Russian-Turkish-1.5m
100418A	10637	KPNO/0.9m-SARA
100418A	10643	Russian-Turkish-1.5m
100418A	10646	robotic-60cm-REM
100418A	10664	BYU-WMO-0.9m
100418A	10665	BYU-WMO-0.9m
100418A	10694	Mt.Terskol/-Z-600
100418A	10700	Russian-Turkish-1.5m
100424A	10688	Swift/UVOT
100424A	10676	La-silla/2.2m-MPI/ESO
100424A	10679	MITSuME-50cm
100424A	10681	Ondrejov/-0.5m-D50
100424A	10682	8m-Gemini-North-NIRI
100424A	10687	Liverpool
