   96759.4 -9. -9. -9.  600.  VJ	20.36  0.032 -9. -9. -9.  HCT  misra07 0 NNN 0. 0. 0 nnn
  168989.8 -9. -9. -9.  1200. VJ	20.96  0.052 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
  169992.0 -9. -9. -9.  1800. VJ	20.89  0.038 -9. -9. -9.  HCT  misra07 0 NNN 0. 0. 0 nnn
  173646.7 -9. -9. -9.  1200. VJ	21.17  0.071 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
  179599.7 -9. -9. -9.  1800. VJ	21.00  0.064 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
  191592.0 -9. -9. -9.  1800. VJ	20.89  0.048 -9. -9. -9.  HCT  misra07 0 NNN 0. 0. 0 nnn
    3335.0 -9. -9. -9.  300.  RC	16.83  0.007 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn 
    3784.3 -9. -9. -9.  300.  RC	16.93  0.006 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
    4173.1 -9. -9. -9.  300.  RC	17.02  0.008 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
    4924.8 -9. -9. -9.  600.  RC	17.23  0.015 -9. -9. -9.  HCT  misra07 0 NNN 0. 0. 0 nnn
    5676.5 -9. -9. -9.  600.  RC	17.37  0.011 -9. -9. -9.  HCT  misra07 0 NNN 0. 0. 0 nnn
    6410.9 -9. -9. -9.  600.  RC	17.48  0.010 -9. -9. -9.  HCT  misra07 0 NNN 0. 0. 0 nnn
   77440.3 -9. -9. -9.  1200. RC	19.80  0.029 -9. -9. -9.  HCT  misra07 0 NNN 0. 0. 0 nnn
   79393.0 -9. -9. -9.  300.  RC	19.61  0.055 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
   79833.6 -9. -9. -9.  300.  RC	19.77  0.042 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
   81665.3 -9. -9. -9.  1200. RC	19.67  0.050 -9. -9. -9.  HCT  misra07 0 NNN 0. 0. 0 nnn
   81924.5 -9. -9. -9.  300.  RC	19.83  0.055 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
   83229.1 -9. -9. -9.  600.  RC	19.86  0.020 -9. -9. -9.  HCT  misra07 0 NNN 0. 0. 0 nnn
   85968.0 -9. -9. -9.  300.  RC	19.93  0.065 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
   90357.1 -9. -9. -9.  400.  RC	19.88  0.056 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
   93320.6 -9. -9. -9.  400.  RC	19.84  0.071 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
   94564.8 -9. -9. -9.  600.  RC	19.85  0.033 -9. -9. -9.  HCT  misra07 0 NNN 0. 0. 0 nnn
   95290.6 -9. -9. -9.  600.  RC	19.97  0.025 -9. -9. -9.  HCT  misra07 0 NNN 0. 0. 0 nnn
  164021.8 -9. -9. -9.  1800. RC	20.58  0.030 -9. -9. -9.  HCT  misra07 0 NNN 0. 0. 0 nnn
  170009.3 -9. -9. -9.  600.  RC	20.66  0.071 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
  181578.2 -9. -9. -9.  1800. RC	20.55  0.047 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
 1979303.0 -9. -9. -9.  1800. RC    22.50  100.  -9. -9. -9.  INT  misra07 1 NNN 0. 0. 0 nnn	 
   80239.7 -9. -9. -9.  300.  IC	19.52  0.122 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn 
   80965.4 -9. -9. -9.  300.  IC	19.20  0.061 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
   81371.5 -9. -9. -9.  300.  IC	19.07  0.068 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
   85553.3 -9. -9. -9.  300.  IC	19.25  0.071 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
   89847.4 -9. -9. -9.  400.  IC	19.27  0.079 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
   92862.7 -9. -9. -9.  300.  IC	19.67  0.112 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
   95886.7 -9. -9. -9.  400.  IC	19.49  0.145 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
  170726.4 -9. -9. -9.  600.  IC	20.19  0.158 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
  175988.2 -9. -9. -9.  1200. IC	20.56  0.208 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
