#t0(d)	t0(s)	te(s)	tf(s)	Filter	m(AB)	Flux(µJy)	(aperture)	(PSF)
0.01	930	80	0.01	i	12.88	±	0.02	
0.01	1009	67	0.01	Z	12.75	±	0.02	
0.04	3307	80	0.04	i	14.31	±	0.02
0.04	3387	67	0.04	H	14.03	±	0.03
0.04	3389	67	0.04	Y	14.08	±	0.02
0.04	3418	80	0.04	i	14.32	±	0.02
0.04	3493	67	0.04	J	14.19	±	0.02
0.04	3493	67	0.04	Z	14.24	±	0.02
0.04	3535	80	0.04	i	14.35	±	0.02
0.04	3610	67	0.04	Z	14.22	±	0.02
0.04	3611	67	0.04	J	14.17	±	0.02
0.04	3640	80	0.04	i	14.40	±	0.02
0.04	3719	67	0.04	H	14.09	±	0.03
0.04	3721	67	0.04	Y	14.16	±	0.02
0.04	3736	80	0.04	i	14.41	±	0.02
0.04	3814	67	0.04	Y	14.21	±	0.02
0.04	3815	67	0.04	H	14.12	±	0.03
0.04	3843	80	0.05	i	14.44	±	0.02
0.05	3918	67	0.05	J	14.28	±	0.03
0.05	3919	67	0.05	Z	14.33	±	0.02
0.05	3964	80	0.05	i	14.45	±	0.02
0.05	4038	67	0.05	J	14.25	±	0.02
0.05	4038	67	0.05	Z	14.32	±	0.02
0.05	4145	67	0.05	H	14.23	±	0.03
0.05	4146	67	0.05	Y	14.26	±	0.02
0.05	4172	80	0.05	i	14.51	±	0.02
0.05	4247	67	0.05	H	14.24	±	0.03
0.05	4248	67	0.05	Y	14.28	±	0.02
0.05	4295	80	0.05	i	14.55	±	0.02
0.05	4371	67	0.05	J	14.33	±	0.02
0.05	4371	67	0.05	Z	14.40	±	0.02
0.05	4415	80	0.05	i	14.56	±	0.02
0.05	4493	67	0.05	J	14.36	±	0.02
0.05	4493	67	0.05	Z	14.44	±	0.02
0.05	4523	80	0.05	i	14.76	±	0.03
0.05	4598	67	0.05	H	14.39	±	0.07
0.05	4598	67	0.05	Y	14.45	±	0.03
0.05	4643	80	0.05	i	14.59	±	0.02
0.05	4718	67	0.06	Y	14.40	±	0.02
0.05	4719	67	0.06	H	14.38	±	0.03
0.05	4742	80	0.06	i	14.64	±	0.02
0.06	4821	67	0.06	J	14.46	±	0.02
0.06	4822	67	0.06	Z	14.51	±	0.02
0.06	4847	80	0.06	i	14.66	±	0.02
0.06	4922	67	0.06	J	14.48	±	0.02
0.06	4923	67	0.06	Z	14.89	±	0.02
0.06	4954	80	0.06	i	14.68	±	0.02
0.06	5028	67	0.06	H	14.33	±	0.05
0.06	5032	67	0.06	Y	14.44	±	0.03
0.06	5059	80	0.06	i	14.70	±	0.02
0.06	5134	67	0.06	H	14.42	±	0.03
0.06	5135	67	0.06	Y	14.45	±	0.02
0.06	5186	80	0.06	i	14.75	±	0.03
0.06	5260	67	0.06	J	14.53	±	0.02
0.06	5262	67	0.06	Z	14.57	±	0.02
0.06	5288	80	0.06	i	14.71	±	0.02
0.06	5362	67	0.06	J	14.54	±	0.02
0.06	5362	67	0.06	Z	14.59	±	0.02
0.06	5395	80	0.06	i	14.76	±	0.02
0.06	5470	67	0.06	H	14.43	±	0.04
0.06	5470	67	0.06	Y	14.52	±	0.02
0.06	5506	80	0.06	i	14.79	±	0.02
0.06	5586	67	0.07	H	14.47	±	0.03
0.06	5586	67	0.07	Y	14.56	±	0.02
0.06	5615	80	0.07	i	14.78	±	0.02
0.07	5690	67	0.07	J	14.58	±	0.02
0.07	5694	67	0.07	Z	14.69	±	0.02
0.07	5715	80	0.07	i	14.79	±	0.02
0.07	5789	67	0.07	J	14.58	±	0.02
0.07	5790	67	0.07	Z	14.65	±	0.02
0.07	5823	80	0.07	i	14.80	±	0.02
0.07	5897	67	0.07	H	14.53	±	0.02
0.07	5898	67	0.07	Y	14.62	±	0.02
0.07	5943	80	0.07	i	14.89	±	0.03
0.07	6018	67	0.07	Y	14.61	±	0.02
0.07	6020	67	0.07	H	14.51	±	0.03
0.07	6051	80	0.07	i	14.86	±	0.02
0.07	6124	67	0.07	J	14.66	±	0.02
0.07	6125	67	0.07	Z	14.73	±	0.02
0.83	71485	1280	0.85	i	17.45	±	0.42	374.99	±	12.58
0.83	71485	1280	0.85	r	17.59	±	0.42	327.32	±	13.34
0.83	71489	536	0.85	Y	17.12	±	0.42	519.07	±	89.32
0.83	71489	536	0.85	Z	17.23	±	0.42	459.20	±	82.36
0.83	71490	536	0.85	H	17.01	±	0.42	584.25	±	104.51
0.83	71490	536	0.85	J	17.14	±	0.42	489.86	±	118.33
0.85	73170	1280	0.87	i	17.48	±	0.42	360.45	±	12.42
0.85	73170	1280	0.87	r	17.61	±	0.42	319.00	±	16.78
0.85	73171	536	0.87	Y	17.11	±	0.42	519.29	±	106.76
0.85	73171	536	0.87	Z	17.26	±	0.42	444.71	±	97.80
0.85	73173	536	0.87	H	17.04	±	0.42	572.18	±	298.77
0.85	73173	536	0.87	J	17.16	±	0.42	482.33	±	99.53
0.87	74870	1280	0.89	i	17.50	±	0.42	361.40	±	11.22
0.87	74870	1280	0.89	r	17.66	±	0.42	307.57	±	6.73
0.87	74872	536	0.89	H	17.02	±	0.42	556.82	±	94.64
0.87	74872	536	0.89	J	17.19	±	0.42	492.18	±	98.82
0.87	74873	536	0.89	Y	17.14	±	0.42	492.73	±	91.88
0.87	74873	536	0.89	Z	17.29	±	0.42	434.49	±	62.79
0.90	77485	1280	0.92	r	17.71	±	0.42	297.70	±	17.58
0.90	77485	1280	0.92	i	17.56	±	0.42	335.92	±	15.12
0.90	77490	536	0.92	Y	17.27	±	0.42	451.80	±	55.35
0.90	77490	536	0.92	Z	17.32	±	0.42	413.81	±	67.52
0.90	77491	536	0.92	H	17.14	±	0.42	520.21	±	61.26
0.90	77491	536	0.92	J	17.25	±	0.42	456.95	±	65.92
0.92	79150	1280	0.93	i	17.59	±	0.42	329.32	±	11.05
0.92	79150	1280	0.93	r	17.76	±	0.42	281.54	±	8.12
0.92	79151	536	0.93	Y	17.28	±	0.42	466.42	±	62.22
0.92	79151	536	0.93	Z	17.36	±	0.42	399.12	±	62.30
0.92	79151	536	0.93	H	17.11	±	0.42	539.28	±	76.97
0.92	79151	536	0.93	J	17.33	±	0.42	412.45	±	54.73
0.94	80826	1280	0.95	i	17.62	±	0.42	314.80	±	10.13
0.94	80826	1280	0.95	r	17.77	±	0.42	275.47	±	8.21
0.94	80827	536	0.95	Y	17.26	±	0.42	441.59	±	64.98
0.94	80827	536	0.95	Z	17.41	±	0.42	391.78	±	29.23
0.94	80828	536	0.95	H	17.17	±	0.42	551.47	±	69.19
0.94	80828	536	0.95	J	17.26	±	0.42	437.22	±	73.40
0.97	83586	1280	0.99	i	17.65	±	0.42	306.26	±	11.71
0.97	83586	1280	0.99	r	17.81	±	0.42	267.65	±	10.62
0.97	83593	536	0.99	H	17.23	±	0.42	504.95	±	57.64
0.97	83593	536	0.99	J	17.35	±	0.42	411.12	±	57.56
0.97	83632	536	0.99	Y	17.30	±	0.42	427.96	±	57.65
0.97	83632	536	0.99	Z	17.42	±	0.42	380.83	±	41.56
0.99	85331	1280	1.01	i	17.69	±	0.42	295.68	±	8.70
0.99	85331	1280	1.01	r	17.84	±	0.42	260.68	±	13.34
0.99	85333	536	1.01	Y	17.37	±	0.42	401.57	±	43.58
0.99	85333	536	1.01	Z	17.43	±	0.42	372.94	±	56.57
0.99	85333	536	1.01	H	17.23	±	0.42	507.92	±	63.59
0.99	85333	536	1.01	J	17.38	±	0.42	395.39	±	53.28
1.01	87061	1280	1.03	r	17.84	±	0.42	258.40	±	11.61
1.01	87061	1280	1.03	i	17.73	±	0.42	285.60	±	10.05
1.01	87064	536	1.03	Y	17.40	±	0.42	401.01	±	52.93
1.01	87064	536	1.03	Z	17.49	±	0.42	362.49	±	54.65
1.01	87066	536	1.03	H	17.25	±	0.42	466.24	±	60.97
1.01	87066	536	1.03	J	17.38	±	0.42	400.08	±	54.92
1.04	89861	1280	1.06	i	17.76	±	0.42	278.74	±	9.38
1.04	89861	1280	1.06	r	17.90	±	0.42	243.80	±	9.30
1.04	89867	536	1.06	Y	17.41	±	0.42	382.43	±	51.77
1.04	89867	536	1.06	Z	17.50	±	0.42	348.99	±	96.74
1.04	89871	536	1.06	H	17.33	±	0.42	437.23	±	106.18
1.04	89871	536	1.06	J	17.41	±	0.42	380.89	±	75.30
1.06	91596	1280	1.08	i	17.78	±	0.42	271.33	±	9.76
1.06	91596	1280	1.08	r	17.94	±	0.42	231.70	±	13.04
1.06	91600	536	1.08	H	17.28	±	0.42	445.08	±	108.89
1.06	91600	536	1.08	J	17.45	±	0.42	375.58	±	86.51
1.06	91600	536	1.08	Y	17.41	±	0.42	376.09	±	57.58
1.06	91600	536	1.08	Z	17.58	±	0.42	317.29	±	72.73
1.83	157967	1280	1.85	r	18.70	±	0.42	113.69	±	1.72
1.83	157967	1280	1.85	i	18.53	±	0.42	132.35	±	3.46
1.83	157972	536	1.85	H	18.05	±	0.43	219.71	±	76.44
1.83	157972	536	1.85	J	18.23	±	0.43	173.86	±	53.15
1.83	157972	536	1.85	Y	18.08	±	0.42	192.81	±	23.85
1.83	157972	536	1.85	Z	18.25	±	0.42	169.00	±	20.03
1.85	159663	1280	1.87	r	18.70	±	0.42	110.99	±	1.53
1.85	159663	1280	1.87	i	18.55	±	0.42	130.24	±	3.16
1.85	159666	536	1.87	H	18.06	±	0.43	206.18	±	67.93
1.85	159666	536	1.87	J	18.21	±	0.43	175.43	±	44.56
1.85	159668	536	1.87	Y	18.12	±	0.42	188.45	±	27.83
1.85	159668	536	1.87	Z	18.34	±	0.42	158.21	±	15.76
1.87	161334	1280	1.89	i	18.55	±	0.42	129.04	±	2.97
1.87	161334	1280	1.89	r	18.72	±	0.42	110.25	±	1.77
1.87	161335	536	1.89	Y	18.11	±	0.42	185.62	±	27.80
1.87	161335	536	1.89	Z	18.34	±	0.42	153.69	±	17.65
1.87	161337	536	1.89	H	18.08	±	0.43	215.43	±	78.45
1.87	161337	536	1.89	J	18.23	±	0.43	169.34	±	41.59
1.89	163694	1280	1.91	i	18.57	±	0.42	125.75	±	1.90
1.89	163694	1280	1.91	r	18.72	±	0.42	109.57	±	1.17
1.89	163700	536	1.91	Y	18.19	±	0.42	178.61	±	17.89
1.89	163700	536	1.91	Z	18.35	±	0.42	157.04	±	13.47
1.89	163702	536	1.91	H	18.06	±	0.43	219.76	±	61.30
1.89	163702	536	1.91	J	18.34	±	0.42	163.73	±	28.56
1.91	165405	1280	1.93	i	18.60	±	0.42	124.18	±	2.92
1.91	165405	1280	1.93	r	18.77	±	0.42	105.43	±	1.43
1.91	165407	536	1.93	Y	18.20	±	0.42	177.57	±	18.95
1.91	165407	536	1.93	Z	18.36	±	0.42	153.59	±	12.91
1.91	165408	536	1.93	H	18.14	±	0.43	198.83	±	46.64
1.91	165408	536	1.93	J	18.30	±	0.42	166.47	±	29.66
1.93	167079	1280	1.95	i	18.60	±	0.42	122.24	±	2.87
1.93	167079	1280	1.95	r	18.76	±	0.42	104.86	±	2.11
1.93	167081	536	1.95	H	18.06	±	0.42	209.93	±	56.56
1.93	167081	536	1.95	J	18.28	±	0.42	164.50	±	26.93
1.93	167081	536	1.95	Y	18.23	±	0.42	172.74	±	18.35
1.93	167081	536	1.95	Z	18.39	±	0.42	152.73	±	12.78
1.96	169250	536	1.98	H	18.04	±	0.42	209.45	±	45.11
1.96	169250	536	1.98	J	18.34	±	0.42	161.81	±	61.05
1.96	169286	1280	1.98	r	18.78	±	0.42	104.67	±	2.68
1.96	169286	1280	1.98	i	18.62	±	0.42	120.64	±	2.56
1.96	169310	469	1.98	Y	18.29	±	0.42	173.81	±	21.84
1.96	169310	604	1.98	Z	18.36	±	0.42	153.08	±	13.55
1.98	170985	1280	2.00	i	18.63	±	0.42	120.42	±	2.36
1.98	170985	1280	2.00	r	18.80	±	0.42	101.31	±	2.98
1.98	170986	536	2.00	H	18.04	±	0.43	230.80	±	110.74
1.98	170986	536	2.00	J	18.23	±	0.42	164.63	±	30.78
1.98	171108	536	2.00	Y	18.21	±	0.42	180.27	±	22.90
1.98	171108	536	2.00	Z	18.45	±	0.42	142.52	±	16.11
2.00	172728	1280	2.02	r	18.82	±	0.42	98.70	±	1.90
2.00	172728	1280	2.02	i	18.62	±	0.42	120.02	±	2.87
2.00	172735	536	2.02	H	18.10	±	0.43	219.87	±	63.24
2.00	172735	536	2.02	J	18.37	±	0.43	154.87	±	31.02
2.00	173091	536	2.03	Y	18.28	±	0.42	159.93	±	21.83
2.00	173091	536	2.03	Z	18.37	±	0.42	152.26	±	18.02
2.02	174940	1280	2.04	r	18.83	±	0.42	97.36	±	2.12
2.02	174940	1280	2.04	i	18.65	±	0.42	117.40	±	2.51
2.02	174946	536	2.04	H	18.23	±	0.43	191.66	±	95.17
2.02	174946	536	2.04	J	18.31	±	0.43	163.10	±	44.53
2.03	175056	536	2.05	Y	18.32	±	0.42	157.62	±	25.69
2.03	175056	536	2.05	Z	18.41	±	0.42	146.81	±	18.00
2.04	176669	1280	2.06	i	18.68	±	0.42	114.04	±	4.09
2.04	176669	1280	2.06	r	18.85	±	0.42	97.26	±	2.93
2.04	176673	536	2.06	H	18.14	±	0.43	209.82	±	125.97
2.04	176673	536	2.06	J	18.35	±	0.43	161.18	±	52.20
2.83	244162	1280	2.85	i	19.15	±	0.42	71.80	±	1.38
2.83	244162	1280	2.85	r	19.28	±	0.42	62.18	±	0.91
2.83	244168	536	2.85	H	18.49	±	0.43	135.44	±	80.88
2.83	244168	536	2.85	J	18.81	±	0.43	94.62	±	40.25
2.83	244171	536	2.85	Y	18.72	±	0.43	114.77	±	24.01
2.83	244171	536	2.85	Z	18.84	±	0.42	95.64	±	8.66
2.85	245865	1280	2.86	i	19.13	±	0.42	72.81	±	1.67
2.85	245865	1280	2.86	r	19.26	±	0.42	63.45	±	1.38
2.85	245867	469	2.86	H	18.51	±	0.43	117.37	±	133.41
2.85	245867	536	2.86	Y	18.67	±	0.43	109.85	±	23.93
2.85	245867	536	2.86	Z	18.92	±	0.42	88.60	±	9.96
2.85	245867	604	2.86	J	18.81	±	0.43	100.35	±	55.57
2.87	247553	1280	2.88	i	19.14	±	0.42	71.86	±	1.42
2.87	247553	1280	2.88	r	19.28	±	0.42	63.17	±	0.93
2.87	247555	536	2.88	Y	18.66	±	0.43	116.44	±	25.16
2.87	247555	536	2.88	Z	18.91	±	0.42	91.74	±	8.23
2.87	247556	536	2.88	H	18.56	±	0.43	130.53	±	76.23
2.87	247556	536	2.88	J	18.86	±	0.43	95.17	±	31.71
2.89	249656	536	2.91	H	18.72	±	0.43	116.01	±	48.13
2.89	249656	536	2.91	J	18.89	±	0.43	88.72	±	22.27
2.89	249656	536	2.91	Y	18.81	±	0.43	94.88	±	11.61
2.89	249656	536	2.91	Z	18.86	±	0.42	92.86	±	5.93
2.89	249693	1280	2.91	i	19.16	±	0.42	70.79	±	1.21
2.89	249693	1280	2.91	r	19.31	±	0.42	61.72	±	1.09
2.91	251349	1280	2.93	i	19.16	±	0.42	69.79	±	1.31
2.91	251349	1280	2.93	r	19.32	±	0.42	60.07	±	1.05
2.91	251350	536	2.93	Y	18.76	±	0.43	99.00	±	15.22
2.91	251350	536	2.93	Z	18.94	±	0.42	84.23	±	7.06
2.91	251352	536	2.93	H	18.70	±	0.43	118.01	±	54.31
2.91	251352	536	2.93	J	18.88	±	0.43	93.52	±	23.21
2.93	253022	1280	2.95	i	19.18	±	0.42	69.02	±	1.33
2.93	253022	1280	2.95	r	19.33	±	0.42	59.30	±	1.37
2.93	253024	536	2.95	Y	18.77	±	0.43	97.99	±	25.24
2.93	253024	536	2.95	Z	18.94	±	0.42	85.20	±	7.17
2.93	253024	536	2.95	H	18.60	±	0.43	130.78	±	58.04
2.93	253024	536	2.95	J	18.86	±	0.43	96.18	±	22.58
2.95	255197	536	2.97	Y	18.70	±	0.43	104.72	±	17.90
2.95	255197	536	2.97	Z	18.89	±	0.42	88.48	±	7.17
2.95	255199	536	2.97	H	18.70	±	0.43	120.87	±	62.41
2.95	255199	536	2.97	J	18.85	±	0.43	98.59	±	21.59
2.95	255236	1280	2.97	r	19.36	±	0.42	58.44	±	1.39
2.95	255236	1280	2.97	i	19.18	±	0.42	68.25	±	1.39
2.97	256928	1280	2.99	r	19.38	±	0.42	57.44	±	1.10
2.97	256930	1280	2.99	i	19.19	±	0.42	67.23	±	1.40
2.97	256934	536	2.99	H	18.66	±	0.43	137.34	±	72.34
2.97	256934	536	2.99	J	18.92	±	0.43	91.18	±	22.10
2.97	256936	536	2.99	Y	18.77	±	0.43	98.98	±	17.71
2.97	256936	536	2.99	Z	19.03	±	0.42	82.69	±	8.79
2.99	258662	1280	3.01	i	19.17	±	0.42	69.61	±	1.43
2.99	258662	1280	3.01	r	19.37	±	0.42	57.93	±	1.33
2.99	258663	536	3.01	Y	18.74	±	0.43	102.65	±	22.76
2.99	258663	536	3.01	Z	18.96	±	0.42	80.52	±	9.23
2.99	258664	536	3.01	H	18.68	±	0.43	112.91	±	91.56
2.99	258664	536	3.01	J	18.80	±	0.43	93.21	±	27.34
3.02	260909	536	3.04	Y	18.72	±	0.43	101.24	±	20.76
3.02	260909	536	3.04	Z	18.93	±	0.42	81.85	±	8.58
3.02	260910	536	3.04	H	18.67	±	0.43	123.48	±	84.77
3.02	260910	536	3.04	J	18.83	±	0.43	96.51	±	26.43
3.02	260945	1280	3.04	r	19.40	±	0.42	54.45	±	1.09
3.02	260945	1280	3.04	i	19.19	±	0.42	69.98	±	1.71
3.04	262654	1280	3.06	i	19.23	±	0.42	65.45	±	1.41
3.04	262654	1280	3.06	r	19.36	±	0.42	58.12	±	1.37
3.04	262658	536	3.06	H	18.57	±	0.43	123.33	±	90.72
3.04	262658	536	3.06	J	18.93	±	0.43	89.83	±	30.08
3.04	262659	536	3.06	Y	18.84	±	0.43	94.95	±	20.75
3.04	262659	536	3.06	Z	19.01	±	0.43	81.33	±	9.88
3.82	330101	1280	3.84	r	19.70	±	0.42	40.20	±	1.12
3.82	330102	1280	3.84	i	19.53	±	0.42	47.78	±	1.20
3.84	331631	1280	3.86	r	19.65	±	0.42	41.40	±	0.96
3.84	331631	1280	3.86	i	19.50	±	0.42	48.77	±	1.08
3.86	333148	1280	3.87	r	19.63	±	0.42	41.75	±	0.89
3.86	333148	1280	3.87	i	19.54	±	0.42	47.57	±	0.92
3.88	335229	1280	3.90	r	19.69	±	0.42	40.12	±	0.84
3.88	335229	1280	3.90	i	19.54	±	0.42	47.09	±	1.01
3.90	336754	1280	3.92	r	19.69	±	0.42	39.64	±	1.01
3.90	336754	1280	3.92	i	19.54	±	0.42	45.71	±	0.98
3.92	338278	1280	3.93	r	19.72	±	0.42	40.58	±	0.89
3.92	338279	1280	3.93	i	19.54	±	0.42	46.84	±	1.07
3.94	340206	1280	3.95	r	19.70	±	0.42	39.45	±	1.02
3.94	340206	1280	3.95	i	19.54	±	0.42	46.35	±	1.00
3.96	341738	1280	3.97	r	19.74	±	0.42	38.82	±	0.82
3.96	341738	1280	3.97	i	19.56	±	0.42	46.04	±	0.90
3.97	343270	1280	3.99	r	19.70	±	0.42	39.81	±	0.91
3.97	343271	1280	3.99	i	19.53	±	0.42	47.72	±	1.11
4.00	345316	1280	4.01	r	19.73	±	0.42	38.54	±	0.86
4.00	345316	1280	4.01	i	19.57	±	0.42	45.09	±	0.87
4.01	346882	1280	4.03	r	19.72	±	0.42	39.89	±	0.94
4.01	346882	1280	4.03	i	19.56	±	0.42	47.26	±	1.00
4.03	348470	1280	4.05	r	19.75	±	0.42	38.51	±	1.01
4.03	348471	1280	4.05	i	19.62	±	0.42	44.24	±	1.18
5.03	434444	1280	5.05	g	20.35	±	0.42	21.96	±	1.09
5.03	434467	2320	5.08	r	20.06	±	0.42	25.27	±	1.34
5.03	434468	3839	5.08	i	19.84	±	0.42	33.42	±	1.14
5.94	513072	5119	6.11	r	20.16	±	0.42	23.64	±	0.55
5.95	513912	10240	6.14	i	20.02	±	0.42	27.34	±	0.56
5.95	513920	4228	6.14	Y	19.68	±	0.42	36.96	±	2.04
5.95	513920	4295	6.14	Z	19.82	±	0.42	31.53	±	1.24
5.95	513921	4295	6.14	H	19.45	±	0.43	42.74	±	7.19
5.95	513921	4295	6.14	J	19.66	±	0.42	41.53	±	2.91
5.97	515483	5119	6.12	g	20.54	±	0.42	17.98	±	0.50
6.93	598530	12400	7.13	i	20.16	±	0.42	22.37	±	0.55
6.93	598765	11759	7.13	g	20.67	±	0.42	15.46	±	0.49
6.93	598772	4832	7.13	Y	19.87	±	0.43	30.39	±	2.19
6.93	598772	5033	7.13	Z	19.90	±	0.42	28.59	±	1.23
6.93	598776	4966	7.13	H	19.67	±	0.43	32.84	±	7.91
6.93	598776	5033	7.13	J	19.82	±	0.43	35.80	±	5.87
7.94	686416	9040	8.14	g	20.82	±	0.42	12.77	±	0.51
7.94	686416	9679	8.14	i	20.31	±	0.42	18.42	±	0.56
7.95	686463	3557	8.14	Z	20.07	±	0.43	22.98	±	1.38
7.95	686463	3557	8.14	J	19.80	±	0.43	33.50	±	4.67
7.95	686463	4093	8.14	Y	19.87	±	0.43	28.88	±	2.74
7.95	686463	4698	8.14	H	19.80	±	0.43	51.25	±	11.57
9.96	860894	5999	10.08	g	21.04	±	0.42	9.46	±	0.49
9.96	860894	5999	10.08	i	20.46	±	0.42	14.73	±	0.57
9.96	860902	2483	10.08	J	20.22	±	0.43	19.00	±	5.64
9.96	860902	2550	10.08	H	20.19	±	0.44	?1.10	±	15.50
9.96	860904	2483	10.08	Z	20.18	±	0.43	18.27	±	1.70
9.96	860904	2550	10.08	Y	20.18	±	0.43	20.30	±	3.31
10.91	943033	1120	10.93	r	20.64	±	0.43	11.51	±	1.26
10.93	943968	3892	11.15	Z	20.35	±	0.43	13.97	±	1.59
10.93	943968	3959	11.15	Y	20.27	±	0.43	18.42	±	3.49
10.93	944062	9840	11.15	i	20.54	±	0.42	13.32	±	0.58
10.93	944113	2480	11.15	g	21.17	±	0.43	8.07	±	0.83
10.93	944130	4093	11.15	J	20.21	±	0.44	24.43	±	9.14
11.93	1030399	4832	12.13	Y	20.38	±	0.43	15.22	±	1.38
11.93	1030399	4832	12.13	Z	20.40	±	0.42	13.84	±	0.89
11.93	1030400	4832	12.13	H	20.09	±	0.43	18.47	±	4.85
11.93	1030400	4832	12.13	J	20.43	±	0.43	12.27	±	2.19
11.93	1030435	6399	12.13	r	20.68	±	0.42	10.92	±	0.52
11.93	1030435	5119	12.09	g	21.12	±	0.42	8.26	±	0.49
11.93	1030435	11519	12.13	i	20.58	±	0.42	12.27	±	0.49
12.91	1115381	5119	13.09	r	20.71	±	0.42	10.44	±	0.54
12.91	1115381	10240	13.09	i	20.60	±	0.42	11.86	±	0.50
12.91	1115386	4295	13.09	Y	20.33	±	0.43	16.63	±	1.77
12.91	1115386	4295	13.09	Z	20.39	±	0.43	13.92	±	1.02
12.91	1115413	5119	13.05	g	21.17	±	0.42	7.90	±	0.49
12.91	1115428	4295	13.09	H	20.34	±	0.44	2.34	±	6.49
12.91	1115428	4295	13.09	J	20.34	±	0.43	16.98	±	3.20
13.91	1201686	5119	14.04	g	21.24	±	0.42	7.36	±	0.48
13.91	1201710	5119	14.08	r	20.76	±	0.42	9.59	±	0.54
13.91	1201710	10160	14.08	i	20.67	±	0.42	10.39	±	0.50
13.91	1201715	4228	14.08	Y	20.40	±	0.43	14.09	±	1.74
13.91	1201715	4295	14.08	Z	20.52	±	0.43	11.19	±	0.97
13.91	1201716	4295	14.08	H	20.33	±	0.44	0.08	±	6.63
13.91	1201716	4295	14.08	J	20.36	±	0.43	18.58	±	2.92
14.90	1287710	5119	15.05	r	20.78	±	0.42	9.55	±	0.53
14.91	1288530	10240	15.08	i	20.72	±	0.42	10.15	±	0.49
14.91	1288579	4295	15.08	H	20.26	±	0.43	16.57	±	4.77
14.91	1288579	4295	15.08	J	20.53	±	0.43	15.81	±	2.29
14.91	1288581	4295	15.08	Y	20.41	±	0.43	13.66	±	1.38
14.91	1288581	4295	15.08	Z	20.49	±	0.43	11.03	±	0.89
14.92	1289370	5119	15.07	g	21.26	±	0.42	6.95	±	0.49
15.89	1373149	5119	16.03	r	20.83	±	0.42	8.62	±	0.55
15.90	1373982	10240	16.06	i	20.75	±	0.42	9.25	±	0.50
