t	mag	dmag	band
32270.15	18.128146	0.067272	Y
32372.15	18.231489	0.075539	Y
32660.15	18.104002	0.067678	Y
32759.149999999998	18.229198	0.07572	Y
33066.149999999994	18.071995	0.066774	Y
33162.149999999994	18.287969	0.081111	Y
33458.149999999994	18.471402	0.097436	Y
33555.149999999994	18.272568	0.080663	Y
33849.149999999994	18.302675	0.088628	Y
33958.149999999994	18.251781	0.083482	Y
34240.149999999994	18.270858	0.085492	Y
34337.149999999994	18.219941	0.082839	Y
35509.149999999994	18.443801	0.10476	Y
35597.149999999994	18.441431	0.102825	Y
35889.149999999994	18.448353	0.105403	Y
36271.149999999994	18.450009	0.108614	Y
36665.149999999994	18.459716	0.106504	Y
36767.149999999994	18.316559	0.096661	Y
37181.149999999994	18.563827	0.149638	Y
37466.149999999994	18.252753	0.085391	Y
37566.149999999994	18.327344	0.094352	Y
37953.149999999994	18.467714	0.108156	Y
38269.149999999994	18.392079	0.097019	Y
38360.149999999994	18.444576	0.105622	Y
38672.149999999994	18.421851	0.100904	Y
38766.149999999994	18.428802	0.110512	Y
39058.149999999994	18.551783	0.117439	Y
39836.2	18.563841	0.124415	Y
39931.2	18.62772	0.133223	Y
41593.25	18.868911	0.174484	Y
38066.65	18.358022	0.016879	Y
29822.05	17.739213	0.083085	J
30115.05	17.789297	0.085564	J
30204.05	17.824644	0.088301	J
30503.05	18.071345	0.106914	J
30601.05	17.865129	0.087033	J
30891.05	17.873013	0.088528	J
30988.1	17.935064	0.092391	J
31272.1	18.103171	0.109122	J
31386.1	18.016966	0.09825	J
31685.1	18.283649	0.120514	J
31776.1	18.135639	0.10659	J
32083.1	18.07218	0.095724	J
32177.15	18.063843	0.092883	J
32472.15	17.887209	0.080112	J
32567.15	18.065491	0.093602	J
32852.149999999994	18.308902	0.118871	J
32967.149999999994	18.001743	0.089891	J
33260.149999999994	17.9302	0.084414	J
33356.149999999994	18.100158	0.096558	J
33652.149999999994	18.024405	0.091509	J
33744.149999999994	18.192301	0.111418	J
34052.149999999994	18.216803	0.110723	J
34141.149999999994	18.014734	0.092343	J
34430.149999999994	18.184007	0.109419	J
35411.149999999994	17.827082	0.079538	J
36090.149999999994	18.347329	0.131281	J
36572.149999999994	18.047936	0.095399	J
36987.149999999994	18.231415	0.111174	J
37663.149999999994	18.218112	0.10978	J
37754.149999999994	18.266468	0.119722	J
38074.149999999994	18.20858	0.111872	J
38166.149999999994	18.29011	0.116726	J
38457.149999999994	18.389338	0.124852	J
38572.149999999994	18.317041	0.128264	J
38858.149999999994	18.085754	0.106602	J
39250.149999999994	18.228933	0.122949	J
39342.149999999994	18.562648	0.158966	J
41495.25	18.225495	0.116916	J
41891.25	18.305229	0.127033	J
38066.65	18.200792	0.016547	J
29916.05	17.468443	0.080314	H
30014.05	17.409859	0.07476	H
30307.05	17.60694	0.092865	H
30405.05	17.812105	0.112246	H
30692.05	17.557883	0.087716	H
30800.05	17.582385	0.088855	H
31089.1	17.618719	0.09254	H
31176.1	17.61837	0.096136	H
31487.1	17.723882	0.106058	H
31576.1	17.730272	0.105708	H
31880.1	17.559463	0.089439	H
31983.1	17.519724	0.083718	H
32272.15	17.702274	0.094642	H
32378.15	17.785555	0.099624	H
32663.15	17.456793	0.076101	H
32761.149999999998	17.735099	0.095913	H
33063.149999999994	17.613247	0.090106	H
33164.149999999994	17.766249	0.10571	H
33454.149999999994	17.65495	0.095652	H
33556.149999999994	17.618637	0.093341	H
33846.149999999994	17.83555	0.115863	H
33955.149999999994	17.906002	0.118061	H
34244.149999999994	17.712036	0.104779	H
34331.149999999994	17.856574	0.119823	H
35504.149999999994	17.808868	0.119373	H
35600.149999999994	17.906088	0.131753	H
35893.149999999994	18.158418	0.165783	H
36276.149999999994	17.79173	0.121506	H
36667.149999999994	17.774511	0.113292	H
36768.149999999994	17.943237	0.132193	H
37183.149999999994	17.673394	0.133463	H
37467.149999999994	17.95287	0.130626	H
37568.149999999994	17.717658	0.108091	H
37956.149999999994	17.89929	0.123801	H
38267.149999999994	17.925278	0.125205	H
38363.149999999994	17.979308	0.13219	H
38671.149999999994	17.734066	0.107335	H
38764.149999999994	17.49435	0.092434	H
39930.2	17.723588	0.118212	H
41681.25	18.170467	0.183298	H
38066.65	17.825204	0.01862	H
